79,20.81275658
78.81472684,20.81136507
77.57957245,20.80493259
76.34441806,20.79022979
75.10926367,20.76491998
73.87410925,20.7122262
72.63895486,20.64748137
71.40380047,20.5643843
70.16864608,20.45776276
68.93349169,20.33305152
56.58194773,16.92851349
50.40617578,13.90451539
44.2304038,10.23750615
38.05463182,6.629360607
31.87885987,3.308786057
25.70308789,0.892381107
23.2327791,0.303717809
20.76247031,0
18.29216152,0.031269699
15.82185273,0.45948871
13.35154394,1.319077328
10.88123515,2.702846969
8.410926367,4.694551079
5.940617578,7.342183789
3.470308789,10.75333808
1,15.04721165
